safety,admit_frac,slo_attainment_if_admitted,goodput_frac
0.6,0.7144168962350781,0.897172236503856,0.6409550045913682
0.7,0.6382001836547291,0.9510791366906475,0.6069788797061524
0.8,0.5785123966942148,0.9809523809523809,0.5674931129476584
0.9,0.5160697887970616,0.998220640569395,0.5151515151515151
1.0,0.4738292011019284,0.998062015503876,0.472910927456382
1.1,0.4361799816345271,0.9978947368421053,0.43526170798898073
1.25,0.38016528925619836,1.0,0.38016528925619836
1.5,0.29660238751147844,1.0,0.29660238751147844
