alpha,nominal,empirical,ci_lo,ci_hi,q_s,mean_bound_s,admit_frac,n_calib,level,n_test
0.2,0.8,0.8502747252747253,0.8225199052125628,0.8743522048178044,-0.005444818809227758,9.898392079168094,0.19917582417582416,721,0.8016643550624133,728
0.1,0.9,0.929945054945055,0.9090584709561007,0.9463178837086246,0.17591908266103884,12.065552206228263,0.14972527472527472,721,0.9015256588072122,728
0.05,0.95,0.9684065934065934,0.9530386427712324,0.9788570024066311,0.3551163466171503,14.629754355753873,0.10576923076923077,721,0.9514563106796117,728
0.01,0.99,0.9972527472527473,0.9900388166561858,0.9992462964065316,0.7302579701256993,21.744379310927382,0.03708791208791209,721,0.9916782246879334,728
